qal_id,is_success,target_label,product_segment,title_tier,acct_primary_site_function,acct_manufacturing_model,acct_target_industry,contact_lead_title,contact_lead_id,next_stage__c,priority,acct_territory_rollup,acct_tier_rollup,solution,solution_rollup,last_tactic_campaign_channel,qal_cohort_date,cohort_date,cohort_month
a0dPQ000004sIYjYAM,0,Failure,Mx,Other,Monoclonal antibodies (mAbs),In-House,Pharma & BioTech,"Head, GCP Process",003PQ00000x7NsLYAU,Recycled,Priority 2,Americas,Medium,Logbooks,Mx,External Demand Gen,2025-05-29,2025-05-29,2025-05
a0dPQ000004rxinYAA,0,Failure,Mx,Other,Unknown,Unknown,Non-Life Science,Quality Control Clerk / SQF Practitioner,003PQ00000x7NvZYAU,Recycled,Priority 2,Americas,Large,Logbooks,Mx,External Demand Gen,2025-05-29,2025-05-29,2025-05
a0dPQ000004xTlFYAU,0,Failure,Mx,Executive/VP,Non-manufacturing organization,Hospital Investigational Drug Unit,Pharma & BioTech,Head of IT Operations Centre,003PQ00000x7O0PYAU,Recycled,Priority 2,EMEA,Large,Logbooks,Mx,External Demand Gen,2025-06-02,2025-06-02,2025-06
a0dPQ000005728fYAA,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000x8dqDYAQ,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,SEO,2025-06-05,2025-06-05,2025-06
a0dPQ000004usJZYAY,0,Failure,Mx,Individual Contributor,Unknown,Unknown,Non-Life Science,Manufacturing Engineer,003PQ00000xB81tYAC,Recycled,Priority 2,Americas,Medium,Mx,Mx,Online Ads,2025-05-30,2025-05-30,2025-05
a0dPQ000006bmgXYAQ,0,Failure,Mx,Other,Unknown,Unknown,Non-Life Science,Principal Architect,003PQ000011hKQcYAM,Recycled,Priority 2,Americas,Large,Mx,Mx,Email,2025-07-15,2025-07-15,2025-07
a0dPQ000007zDZ1YAM,0,Failure,Qx,Other,Unknown,Unknown,Non-Life Science,Principal Architect,003PQ000011hKQcYAM,Recycled,Priority 2,Americas,Large,Quality,Qx,Email,2025-08-22,2025-08-22,2025-08
a0dPQ000006Py5ZYAS,0,Failure,Qx,Individual Contributor,Lab Instruments,Not Enough Info Found,Non-Life Science,Service Specialist,003PQ000011iF7mYAE,Recycled,Priority 2,EMEA,Small,Qx,Qx,Online Ads,2025-07-10,2025-07-10,2025-07
a0dPQ000006PvqrYAC,1,Success,Mx,Other,Non-manufacturing organization,Software / Technology Development,Pharma & BioTech,Founder,003PQ000011iHmIYAU,SQL,P1 - Contact Us,APAC & Oceania,Small,Manufacturing,Mx,SEO,2025-07-10,2025-07-10,2025-07
a0dPQ000006Sz8NYAS,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000011iy2bYAA,Exclude,P1 - Contact Us,APAC & Oceania,Large,Manufacturing,Mx,Direct/Inbound,2025-07-11,2025-07-11,2025-07
a0dPQ000006SlJtYAK,0,Failure,Qx,Missing,Not Enough Info Found,In-House,Pharma & BioTech,Unknown Title,003PQ000011jpenYAA,Recycled,P1 - Video Demo,APAC & Oceania,Small,Qx,Qx,Direct/Inbound,2025-07-10,2025-07-10,2025-07
a0dPQ000006QABZYA4,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000011juzRYAQ,Recycled,Priority 2,EMEA,Large,Qx,Qx,Online Ads,2025-07-10,2025-07-10,2025-07
a0dPQ000004tim5YAA,1,Success,Qx,Missing,Cosmetics manufacturing,In-House,Pharma & BioTech,Unknown Title,003PQ00000xDpQvYAK,SQL,P1 - Contact Us,EMEA,Medium,Quality,Qx,SEO,2025-05-30,2025-05-30,2025-05
a0dPQ000004yRKnYAM,0,Failure,Qx,Manager,Biologic API,In-House,Pharma & BioTech,"Manager, Finance",003PQ00000xDyxHYAS,Recycled,Priority 2,Americas,Small,Qx,Qx,SEO,2025-06-02,2025-06-02,2025-06
a0dPQ000004ubXFYAY,1,Success,Qx,Director,Tissue products,In-House,Pharma & BioTech,"Director, Information Technology at Infinite Legacy",003PQ00000xFItwYAG,SQL,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-05-30,2025-05-30,2025-05
a0dPQ000009HSE1YAO,0,Failure,Qx,Executive/VP,Oral solid dosage (OSD),CDMO,Pharma & BioTech,Head of Quality and QP,003PQ00000xGhfmYAC,Recycled,P1 - Webinar Demo,EMEA,Medium,Qx,Qx,Email,2025-09-29,2025-09-29,2025-09
a0dPQ000006TkDhYAK,1,Success,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000011kSMoYAM,SQL,P1 - Video Demo,Americas,Large,Qx,Qx,Online Ads,2025-07-11,2025-07-11,2025-07
a0dPQ000006QYygYAG,0,Failure,Qx,Other,Unknown,Unknown,Non-Life Science,CEO,003PQ000011kyjFYAQ,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Directory Listing,2025-07-10,2025-07-10,2025-07
a0dPQ000006U3mbYAC,1,Success,Mx,Manager,Not Enough Info Found,Original Equipment Manufacturing,Non-Life Science,Portfolio Lead,003PQ000011nlhSYAQ,SQL,P1 - Contact Us,EMEA,Medium,Manufacturing,Mx,Direct/Inbound,2025-07-11,2025-07-11,2025-07
a0dPQ000006TXZsYAO,1,Success,Qx,Missing,Prefilled syringes,In-House,Medical Device,Unknown Title,003PQ000011o3PqYAI,SQL,P1 - Contact Us,EMEA,Medium,Qx,Qx,Online Ads,2025-07-11,2025-07-11,2025-07
a0dPQ000004xbpFYAQ,0,Failure,Qx,Individual Contributor,Not Enough Info Found,In-House,Non-Life Science,Senior Quality Engineer,003PQ00000xIDG9YAO,Recycled,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-06-02,2025-06-02,2025-06
a0dPQ00000EiA2KYAV,1,Success,Qx,Individual Contributor,Not Enough Info Found,In-House,Non-Life Science,Senior Quality Engineer,003PQ00000xIDG9YAO,SQL,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-12-15,2025-12-15,2025-12
a0dPQ00000570wTYAQ,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000xN50DYAS,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,SEO,2025-06-05,2025-06-05,2025-06
a0dPQ000005wH7FYAU,0,Failure,Qx,Individual Contributor,Biologic API,In-House,Pharma & BioTech,"Senior Specialist-Quality Operations, Microbiology",003PQ00000xRQnfYAG,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-06-26,2025-06-26,2025-06
a0dPQ000005uiWXYAY,0,Failure,Qx,Manager,Not Enough Info Found,In-House,Pharma & BioTech,Quality Manager,003PQ00000xReNZYA0,Recycled,P1 - Webinar Demo,EMEA,Small,Qx,Qx,Email,2025-06-26,2025-06-26,2025-06
a0dPQ000006XLBuYAO,0,Failure,Qx,Manager,In-vitro diagnostic (IVD) kits,Testing Laboratory,Pharma & BioTech,"Manager, Operations Integration",003PQ000011rjsqYAA,Recycled,Priority 2,EMEA,Medium,Ax,Qx,Direct/Inbound,2025-07-14,2025-07-14,2025-07
a0dPQ000006TjvxYAC,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,"Manager, Quality",003PQ000011s31YYAQ,Recycled,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-07-11,2025-07-11,2025-07
a0dPQ000006TjMTYA0,0,Failure,Qx,Manager,Lab Instruments,In-House,Non-Life Science,"Manager, Manufacturing Engineering",003PQ000011s7bJYAQ,Recycled,Priority 2,Americas,Large,Qx,Qx,Online Ads,2025-07-11,2025-07-11,2025-07
a0dPQ000006TxinYAC,0,Failure,Qx,Missing,Non-manufacturing organization,Testing Laboratory,Non-Life Science,Unknown Title,003PQ000011sZULYA2,Exclude,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-07-11,2025-07-11,2025-07
a0dPQ0000050E1hYAE,0,Failure,Qx,Missing,Small-molecule API,In-House,Pharma & BioTech,Unknown Title,003PQ00000xTdiLYAS,Recycled,P1 - Contact Us,Japan,Medium,MISSING/BLANK,Qx,Direct/Inbound,2025-06-03,2025-06-03,2025-06
a0dPQ00000DVz69YAD,0,Failure,Qx,Missing,Small-molecule API,In-House,Pharma & BioTech,Unknown Title,003PQ00000xTdiLYAS,,P1 - Contact Us,Japan,Medium,MISSING/BLANK,Qx,Direct/Inbound,2025-11-27,2025-11-27,2025-11
a0dPQ0000056ff8YAA,0,Failure,Qx,Manager,Sterile injectables,In-House,Medical Device,Sr. Manager Sterility Assurance (EMEA PR CANADA),003PQ00000xTvK1YAK,Recycled,Priority 2,Americas,Small,Qx,Qx,SEO,2025-06-05,2025-06-05,2025-06
a0dPQ000007oZg5YAE,1,Success,Qx,Manager,Sterile injectables,In-House,Medical Device,Sr. Manager Sterility Assurance (EMEA PR CANADA),003PQ00000xTvK1YAK,SQL,Priority 2,Americas,Small,Platform,Qx,Email,2025-08-18,2025-08-18,2025-08
a0dPQ000006TrAMYA0,1,Success,Qx,Other,Not Enough Info Found,In-House,Pharma & BioTech,Technical Writer,003PQ000011stuaYAA,SQL,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-07-11,2025-07-11,2025-07
a0dPQ00000AaWBhYAN,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000011tACNYA2,Recycled,P1 - Website Pricing,EMEA,Medium,Qx,Qx,Online Ads,2025-10-23,2025-10-23,2025-10
a0dPQ000006Xf5lYAC,0,Failure,Qx,Manager,Combination products,CMO,Medical Device,"Indirect, SCS ManagerN. A",003PQ000011vxOrYAI,Recycled,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-07-14,2025-07-14,2025-07
a0dPQ000007icojYAA,0,Failure,Qx,Missing,Non-manufacturing organization,CRO,Medical Device,Unknown Title,003PQ000011wz21YAA,Recycled,Priority 2,Americas,Small,Qx,Qx,Email,2025-08-14,2025-08-14,2025-08
a0dPQ000006XMmHYAW,1,Success,Mx,Missing,Specialty Chemical Manufacturing,In-House,Pharma & BioTech,Unknown Title,003PQ000011z2lNYAQ,SQL,P1 - Video Demo,EMEA,Small,Mx,Mx,Online Ads,2025-07-14,2025-07-14,2025-07
a0dPQ000006XZwPYAW,0,Failure,Qx,Missing,Unknown,Unknown,Medical Device,Unknown Title,003PQ00001213evYAA,Recycled,P1 - Contact Us,Americas,Small,Qx,Qx,Online Ads,2025-07-14,2025-07-14,2025-07
a0dPQ000004xzQCYAY,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000xURf7YAG,Recycled,P1 - Contact Us,Americas,Small,Quality,Qx,Direct/Inbound,2025-06-02,2025-06-02,2025-06
a0dPQ000004yLSHYA2,0,Failure,Qx,Other,Unknown,Unknown,Medical Device,Virtual Services Assistant,003PQ00000xUUptYAG,Recycled,P1 - Contact Us,Americas,Medium,Clinical,Qx,Direct/Inbound,2025-06-02,2025-06-02,2025-06
a0dPQ00000AVvCLYA1,0,Failure,Qx,Other,Unknown,Unknown,Medical Device,Virtual Services Assistant,003PQ00000xUUptYAG,Exclude,P1 - Contact Us,Americas,Medium,Clinical,Qx,Direct/Inbound,2025-10-22,2025-10-22,2025-10
a0dPQ0000050E9lYAE,1,Success,Qx,Executive/VP,Drug discovery & development,In-House,Pharma & BioTech,Head of ICT,003PQ00000xWWxFYAW,SQL,Priority 2,EMEA,Small,Qx,Qx,Online Ads,2025-06-03,2025-06-03,2025-06
a0dPQ000006YOm2YAG,0,Failure,Mx,Missing,Radiopharmaceuticals,CRO,Medical Device,Unknown Title,003PQ00001216zNYAQ,Exclude,Priority 2,Americas,Medium,Manufacturing,Mx,Direct/Inbound,2025-07-14,2025-07-14,2025-07
a0dPQ000006YXcPYAW,1,Success,Qx,Individual Contributor,Food and beverage,In-House,Pharma & BioTech,Quality System Specialist,003PQ00001234bkYAA,SQL,P1 - Video Demo,Americas,Large,Qx,Qx,Directory Listing,2025-07-14,2025-07-14,2025-07
a0dPQ000006cnInYAI,0,Failure,Mx,Missing,Non-manufacturing organization,Services / Consulting,Non-Life Science,Unknown Title,003PQ0000125iWbYAI,Exclude,P1 - Webinar Demo,APAC & Oceania,Small,Mx,Mx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000006XK1JYAW,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ0000125jzDYAQ,Recycled,P1 - Video Demo,EMEA,Small,Qx,Qx,Direct/Inbound,2025-07-14,2025-07-14,2025-07
a0dPQ000006a33xYAA,0,Failure,Qx,Individual Contributor,Non-manufacturing organization,Software / Technology Development,Pharma & BioTech,QA & RA Consultant,003PQ0000126qFBYAY,Recycled,P1 - Video Demo,APAC & Oceania,Medium,Qx,Qx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000004zHRRYA2,0,Failure,Qx,Missing,Unknown,Unknown,Medical Device,Unknown Title,003PQ00000xYBTkYAO,Recycled,P1 - Website Pricing,Americas,Small,Qx,Qx,Online Ads,2025-06-02,2025-06-02,2025-06
a0dPQ000006Y3BJYA0,1,Success,Qx,Missing,Non-manufacturing organization,Cold Chain Warehousing,Blood & Biologics,Unknown Title,003PQ0000127bt9YAA,SQL,P1 - Contact Us,EMEA,Medium,MISSING/BLANK,Qx,Outbound Prospecting,2025-07-14,2025-07-14,2025-07
a0dPQ000006a2r3YAA,1,Success,Qx,Missing,Wound Care,In-House,Medical Device,Unknown Title,003PQ0000129Yf8YAE,SQL,P1 - Website Pricing,Americas,Small,MISSING/BLANK,Qx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000006ZSKXYA4,1,Success,Mx,Missing,Drug discovery & development,Outsources Manufacturing,Pharma & BioTech,Unknown Title,003PQ000012AQsuYAG,SQL,Priority 2,Americas,Medium,Mx,Mx,Direct/Inbound,2025-07-14,2025-07-14,2025-07
a0dPQ000004zq4DYAQ,0,Failure,Qx,Director,Not Enough Info Found,Consumer Packaged Goods,Medical Device,"Research Development, Quality, Safety and Sustainability DevOps Director, Digital",003PQ00000xZidhYAC,Recycled,P1 - Video Demo,Americas,Large,Qx,Qx,Online Ads,2025-06-02,2025-06-02,2025-06
a0dPQ000006NjyfYAC,1,Success,Qx,Director,Not Enough Info Found,Consumer Packaged Goods,Medical Device,"Research Development, Quality, Safety and Sustainability DevOps Director, Digital",003PQ00000xZidhYAC,SQL,P1 - Contact Us,Americas,Large,Qx,Qx,Online Ads,2025-07-09,2025-07-09,2025-07
a0dPQ0000050yxPYAQ,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000xagl9YAA,Exclude,P1 - Video Demo,Americas,Medium,Qx,Qx,SEO,2025-06-03,2025-06-03,2025-06
a0dPQ000005wbPJYAY,0,Failure,Qx,Missing,Dental instruments,In-House,Medical Device,Unknown Title,003PQ00000xakTnYAI,Recycled,P1 - Webinar Demo,Americas,Large,Qx,Qx,Email,2025-06-26,2025-06-26,2025-06
a0dPQ0000051EpFYAU,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000xamddYAA,Recycled,Priority 2,Americas,Medium,Logbooks,Mx,Direct/Inbound,2025-06-03,2025-06-03,2025-06
a0dPQ000006ZQ7RYAW,1,Success,Qx,Director,Drug discovery & development,Not Enough Info Found,Pharma & BioTech,"Senior Director, Clinical and Business Operations",003PQ000012BlQ9YAK,SQL,P1 - Contact Us,Americas,Small,Quality,Qx,Direct/Inbound,2025-07-14,2025-07-14,2025-07
a0dPQ000006aZa5YAE,1,Success,Qx,Missing,Cosmetics manufacturing,In-House,Pharma & BioTech,Unknown Title,003PQ000012Dz0nYAC,SQL,P1 - Video Demo,EMEA,Small,Qx,Qx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000006aHjdYAE,0,Failure,Qx,Manager,Not Enough Info Found,CDMO,Pharma & BioTech,Continuous Improvement Associate and Manager,003PQ000012EeIpYAK,Recycled,P1 - Video Demo,EMEA,Small,Qx,Qx,Online Ads,2025-07-15,2025-07-15,2025-07
a0dPQ000006aRsfYAE,0,Failure,Qx,Individual Contributor,Implantable devices,CMO,Medical Device,Quality Engineer and Internal Auditor,003PQ000012F7E4YAK,Recycled,P1 - Video Demo,EMEA,Medium,Qx,Qx,Online Ads,2025-07-15,2025-07-15,2025-07
a0dPQ0000058dPWYAY,0,Failure,Mx,Missing,Cosmetics manufacturing,In-House,Pharma & BioTech,Unknown Title,003PQ00000xbH7zYAE,Exclude,P1 - Video Demo,Americas,Medium,Mx,Mx,Direct/Inbound,2025-06-06,2025-06-06,2025-06
a0dPQ0000050HijYAE,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000xbJoPYAU,Exclude,P1 - Video Demo,EMEA,Small,Qx,Qx,Direct/Inbound,2025-06-03,2025-06-03,2025-06
a0dPQ0000050DjxYAE,1,Success,Qx,Executive/VP,Specialty Chemical Manufacturing,In-House,Non-Life Science,Assistant Vice President - Systems and Improvements,003PQ00000xbMN4YAM,SQL,P1 - Contact Us,APAC & Oceania,Medium,MISSING/BLANK,Qx,SEO,2025-06-03,2025-06-03,2025-06
a0dPQ0000055pmzYAA,0,Failure,Mx,Missing,Not Enough Info Found,CMO,Medical Device,Unknown Title,003PQ00000xc8VdYAI,Recycled,Priority 2,EMEA,Small,Mx,Mx,Email,2025-06-05,2025-06-05,2025-06
a0dPQ0000051JaPYAU,0,Failure,Qx,Other,Non-manufacturing organization,Not Enough Info Found,Non-Life Science,Mouse,003PQ00000xdAdVYAU,Recycled,P1 - Video Demo,Americas,Large,Qx,Qx,Online Ads,2025-06-03,2025-06-03,2025-06
a0dPQ0000050k81YAA,0,Failure,Mx,Individual Contributor,Advanced additive manufacturing,CMO,Non-Life Science,QA-Systems Senior.Engineer,003PQ00000xdbc1YAA,Recycled,Priority 2,Americas,Medium,Mx,Mx,Online Ads,2025-06-03,2025-06-03,2025-06
a0dPQ000006aYyzYAE,1,Success,Qx,Manager,Unknown,Unknown,Non-Life Science,"Global Manager, Quality and Manufacturing Strategy",003PQ000012GA1lYAG,SQL,P1 - Contact Us,Japan,Large,Quality,Qx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000009rTxzYAE,0,Failure,Qx,Manager,Non-manufacturing organization,Services / Consulting,Non-Life Science,"Global Manager, Quality and Manufacturing Strategy",003PQ000012GA1lYAG,Recycled,P1 - Contact Us,EMEA,Large,Qx,Qx,Email,2025-10-10,2025-10-10,2025-10
a0dPQ000006bvwkYAA,0,Failure,Mx,Manager,Unknown,Unknown,Medical Device,"Manager, Client Engagement",003PQ000012HZ2vYAG,Exclude,P1 - Contact Us,Americas,Small,Manufacturing,Mx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000008Bk1JYAS,0,Failure,Mx,Missing,Non-manufacturing organization,CRO,Pharma & BioTech,Unknown Title,003PQ000012ILM5YAO,Recycled,Priority 2,EMEA,Medium,Mx,Mx,Email,2025-08-28,2025-08-28,2025-08
a0dPQ000006bxQfYAI,1,Success,Qx,Individual Contributor,Not Enough Info Found,Original Equipment Manufacturing,Medical Device,Co-Owner and Manufacturing Solutions Specialist,003PQ000012InBtYAK,SQL,P1 - Contact Us,Americas,Small,Quality,Qx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000005128DYAQ,0,Failure,Qx,Missing,Not Enough Info Found,In-House,Non-Life Science,Unknown Title,003PQ00000xdqzRYAQ,Recycled,P1 - Video Demo,Americas,Large,Qx,Qx,Online Ads,2025-06-03,2025-06-03,2025-06
a0dPQ0000051etNYAQ,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000xeU5kYAE,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2025-06-03,2025-06-03,2025-06
a0dPQ00000527NYYAY,0,Failure,Qx,Individual Contributor,Unknown,Unknown,Blood & Biologics,Summer Analyst,003PQ00000xeWvHYAU,Exclude,Priority 2,Americas,Small,Qx,Qx,Online Ads,2025-06-03,2025-06-03,2025-06
a0dPQ0000053Zb3YAE,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ00000xfVSjYAM,Exclude,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-06-04,2025-06-04,2025-06
a0dPQ000006cBS2YAM,1,Success,Qx,Missing,Vaccines,CMO,Pharma & BioTech,Unknown Title,003PQ000012J4npYAC,SQO,P1 - Contact Us,Americas,Small,Quality,Qx,Direct/Inbound,2025-07-15,2025-07-15,2025-07
a0dPQ000006elETYAY,0,Failure,Qx,Missing,Biologic API,In-House,Pharma & BioTech,Unknown Title,003PQ000012J9EKYA0,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-07-16,2025-07-16,2025-07
a0dPQ00000AxE9HYAV,0,Failure,Qx,Missing,Biologic API,In-House,Pharma & BioTech,Unknown Title,003PQ000012J9EKYA0,Recycled,P1 - Video Demo,Americas,Small,Qx,Qx,Online Ads,2025-10-28,2025-10-28,2025-10
a0dPQ000006ch0TYAQ,1,Success,Qx,Manager,Food and beverage,In-House,Pharma & BioTech,Manager of IT Solutions,003PQ000012Jzm5YAC,SQL,No Priority,Americas,Medium,MISSING/BLANK,Qx,Outbound Prospecting,2025-07-15,2025-07-15,2025-07
a0dPQ0000052nszYAA,0,Failure,Qx,Missing,Not Enough Info Found,Not Enough Info Found,Non-Life Science,Unknown Title,003PQ00000xfl11YAA,Recycled,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-06-04,2025-06-04,2025-06
a0dPQ000005233lYAA,1,Success,Qx,Director,In-vitro diagnostic (IVD) kits,Testing Laboratory,Medical Device,Director of Quality Assurance,003PQ00000xg80nYAA,SQL,P1 - Contact Us,Americas,Medium,Quality,Qx,SEO,2025-06-03,2025-06-03,2025-06
a0dPQ0000053XMLYA2,0,Failure,Qx,Individual Contributor,Non-manufacturing organization,Testing Laboratory,Pharma & BioTech,Associate Quality Engineer,003PQ00000xg9BOYAY,Recycled,Priority 2,Americas,Medium,Qx,Qx,Online Ads,2025-06-04,2025-06-04,2025-06
a0dPQ00000Ad7gbYAB,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000012MCAXYA4,Exclude,P1 - Webinar Demo,Americas,Medium,Qx,Qx,Email,2025-10-23,2025-10-23,2025-10
a0dPQ000006dN7lYAE,0,Failure,Mx,Individual Contributor,Unknown,Unknown,Pharma & BioTech,Quality and Operations Specialist,003PQ000012NKcHYAW,Recycled,P1 - Video Demo,EMEA,Medium,Mx,Mx,Direct/Inbound,2025-07-16,2025-07-16,2025-07
a0dPQ000006dzhhYAA,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000012PqHuYAK,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-07-16,2025-07-16,2025-07
a0dPQ0000052xU9YAI,1,Success,Qx,Missing,Combination products,In-House,Medical Device,Unknown Title,003PQ00000xjYoOYAU,SQL,P1 - Website Pricing,EMEA,Small,MISSING/BLANK,Qx,SEO,2025-06-04,2025-06-04,2025-06
a0dPQ0000053XZFYA2,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,"Manager, Quality",003PQ00000xk0awYAA,Recycled,P1 - Video Demo,Americas,Large,Qx,Qx,Online Ads,2025-06-04,2025-06-04,2025-06
a0dPQ0000053aTtYAI,0,Failure,Qx,Individual Contributor,Unknown,Unknown,Non-Life Science,Netsuite Principal and Consultant,003PQ00000xlcW6YAI,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-06-04,2025-06-04,2025-06
a0dPQ0000053gB7YAI,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ00000xlyBfYAI,Recycled,P1 - Video Demo,Americas,Medium,Qx,Qx,Online Ads,2025-06-04,2025-06-04,2025-06
a0dPQ000007bQ2jYAE,0,Failure,Mx,Individual Contributor,Non-manufacturing organization,Not Enough Info Found,Pharma & BioTech,Mergers & Acquisitions Associate,003PQ000012QlZWYA0,Recycled,Priority 2,Americas,Large,Mx,Mx,Online Ads,2025-08-12,2025-08-12,2025-08
a0dPQ000006eVmRYAU,0,Failure,Qx,Missing,Unknown,In-House,Medical Device,Unknown Title,003PQ000012Rb9wYAC,Recycled,Priority 2,Americas,Medium,Qx,Qx,SEO,2025-07-16,2025-07-16,2025-07
a0dPQ000006ewY5YAI,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ000012S538YAC,Recycled,P1 - Contact Us,Americas,Medium,Product Development,Qx,Email,2025-07-16,2025-07-16,2025-07
a0dPQ000006j7ujYAA,0,Failure,Qx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000012ScjpYAC,Recycled,P1 - Live Demo,Americas,Small,Qx,Qx,Directory Listing,2025-07-18,2025-07-18,2025-07
a0dPQ000006fK5mYAE,0,Failure,Mx,Missing,Unknown,Unknown,Non-Life Science,Unknown Title,003PQ000012TXuzYAG,Recycled,Priority 2,Americas,Medium,Mx,Mx,SEO,2025-07-16,2025-07-16,2025-07
a0dPQ000006fCPyYAM,0,Failure,Qx,Missing,Unknown,Unknown,Pharma & BioTech,Unknown Title,003PQ000012Ta9iYAC,Recycled,P1 - Website Pricing,Americas,Medium,MISSING/BLANK,Qx,Direct/Inbound,2025-07-16,2025-07-16,2025-07
a0dPQ00000541cBYAQ,0,Failure,Qx,Manager,Unknown,Unknown,Non-Life Science,"Manager, Logistics",003PQ00000xmKH2YAM,Recycled,P1 - Website Pricing,Americas,Medium,MISSING/BLANK,Qx,SEO,2025-06-04,2025-06-04,2025-06
a0dPQ0000055zMYYAY,1,Success,Qx,Manager,Not Enough Info Found,In-House,Non-Life Science,Enterprise Business Solutions For Sia Group Lead,003PQ00000xmTNXYA2,SQL,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-06-05,2025-06-05,2025-06
a0dPQ0000053z8vYAA,1,Success,Qx,Manager,Lab Instruments,In-House,Pharma & BioTech,"Lab Manager, Lab Operations",003PQ00000xmYYTYA2,SQL,P1 - Contact Us,Americas,Medium,Qx,Qx,Online Ads,2025-06-04,2025-06-04,2025-06
a0dPQ000005rfADYAY,0,Failure,Qx,Other,Drug discovery & development,Research Institute,Pharma & BioTech,Quality Head R and D EU,003PQ00000xmdwNYAQ,Recycled,Priority 2,Americas,Medium,Qx,Qx,Email,2025-06-25,2025-06-25,2025-06
a0dPQ000005sMyLYAU,0,Failure,Qx,Manager,Sterile injectables,In-House,Medical Device,Quality Assurance Manager,003PQ00000xmjVWYAY,Recycled,Priority 2,Americas,Large,Qx,Qx,Email,2025-06-25,2025-06-25,2025-06
a0dPQ000005rT2bYAE,0,Failure,Qx,Manager,Generics manufacturing,In-House,Pharma & BioTech,Quality and Regulatory Manager,003PQ00000xmt1qYAA,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2025-06-25,2025-06-25,2025-06
a0dPQ000005rTllYAE,0,Failure,Qx,Executive/VP,"Viral vector manufacturing (AAV, LV)",CDMO,Pharma & BioTech,Head of Quality Control,003PQ00000xnVQTYA2,Recycled,Priority 2,EMEA,Medium,Qx,Qx,Email,2025-06-25,2025-06-25,2025-06
a0dPQ000006fQvyYAE,0,Failure,Mx,Missing,Sterile injectables,503A,Pharma & BioTech,Unknown Title,003PQ000012TbycYAC,Recycled,P1 - Webinar Demo,Americas,Medium,Logbooks,Mx,Direct/Inbound,2025-07-16,2025-07-16,2025-07
