qal_id,contact_lead_id,is_success,outcome_tier,next_stage__c,product_segment,solution_rollup,acct_target_industry,acct_manufacturing_model,acct_primary_site_function,acct_territory_rollup,acct_tier_rollup,contact_lead_title,title_seniority,title_function,title_scope,is_decision_maker,record_completeness,completeness_tier,priority,last_tactic_campaign_channel,cohort_date,cohort_year,cohort_quarter,lead_age_days
a0dPQ000003giFqYAI,003PQ00000nOxifYAC,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Large,"Manager, Field Document Control",Manager,Other,Standard,0,1.0,High,P1 - Video Demo,Online Ads,2025-02-25,2025,2025Q1,314
a0dPQ000003hB89YAE,003PQ00000nP8vrYAC,1,Success,SQL,Qx,Qx,Non-Life Science,CMO,Food and beverage,Americas,Medium,"Supervisor, Quality Assurance",Manager,Quality,Standard,0,1.0,High,P1 - Contact Us,Direct/Inbound,2025-02-25,2025,2025Q1,314
a0dPQ000003hB05YAE,003PQ00000nPLzWYAW,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Small,CEO,C-Suite,Other,Standard,1,0.6,Medium,Priority 2,Online Ads,2025-02-25,2025,2025Q1,314
a0dPQ000003hiQhYAI,003PQ00000nPM9DYAW,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2025-02-26,2025,2025Q1,313
a0dPQ000003iuCrYAI,003PQ00000nQhS1YAK,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Consumer Packaged Goods,Not Enough Info Found,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Online Ads,2025-02-26,2025,2025Q1,313
a0dPQ000003nd1hYAA,003PQ00000nQjlLYAS,1,Success,SQL,Mx,Mx,Pharma & BioTech,CDMO,mRNA / LNP therapeutics,Americas,Small,Senior Manager Mrna Manufacturing,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,Email,2025-03-04,2025,2025Q1,307
a0dPQ000003hmUHYAY,003PQ00000nSFPUYA4,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CDMO,Generics manufacturing,EMEA,Small,"Director, Information Technology",Director,Other,Standard,1,1.0,High,Priority 2,External Demand Gen,2025-02-26,2025,2025Q1,313
a0dPQ00000AFLUgYAP,003PQ00000nSFPUYA4,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CDMO,Generics manufacturing,EMEA,Small,"Director, Information Technology",Director,Other,Standard,1,1.0,High,Priority 2,Email,2025-10-17,2025,2025Q4,80
a0dPQ000003hv1KYAQ,003PQ00000nTED3YAO,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,SEO,2025-02-26,2025,2025Q1,313
a0dPQ000003iGk5YAE,003PQ00000nTnHFYA0,1,Success,SQL,Mx,Mx,Pharma & BioTech,Consumer Packaged Goods,Cosmetics manufacturing,EMEA,Medium,Senior Chemist,Other,Other,Standard,0,1.0,High,P1 - Webinar Demo,Online Ads,2025-02-26,2025,2025Q1,313
a0dPQ000003iMmHYAU,003PQ00000nTrmIYAS,0,Near-Miss,Recycled,Mx,Mx,Medical Device,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Webinar Demo,SEO,2025-02-26,2025,2025Q1,313
a0dPQ000004qcTVYAY,003PQ00000nU1DmYAK,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Diagnostic Equipment,Americas,Large,"Vice President, Operations and Supply Chain",C-Suite,Mfg/Ops,Standard,1,1.0,High,Priority 2,External Demand Gen,2025-05-28,2025,2025Q2,222
a0dPQ00000A7uqxYAB,003PQ00000nUdMHYA0,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Small,Director of Quality Assurance and Regulatory Compliance,Director,Quality,Standard,1,0.6,Medium,Priority 2,Email,2025-10-15,2025,2025Q4,82
a0dPQ000003iYvVYAU,003PQ00000nUszeYAC,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,Americas,Medium,Quality Engineer II,IC,Quality,Standard,0,1.0,High,P1 - Contact Us,Directory Listing,2025-02-26,2025,2025Q1,313
a0dPQ000003iuBFYAY,003PQ00000nVj9WYAS,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Dental instruments,Americas,Medium,Senior Quality Engineer,IC,Quality,Standard,0,1.0,High,Priority 2,SEO,2025-02-26,2025,2025Q1,313
a0dPQ000003izsVYAQ,003PQ00000nWWYQYA4,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,No Priority,Directory Listing,2025-02-27,2025,2025Q1,312
a0dPQ000003kWmLYAU,003PQ00000nYwynYAC,0,Near-Miss,Recycled,Mx,Mx,Blood & Biologics,In-House,Vaccines,APAC & Oceania,Medium,Senior Manager QA,Manager,Quality,Standard,0,1.0,High,Priority 2,Email,2025-02-27,2025,2025Q1,312
a0dPQ000003jvRpYAI,003PQ00000nZqqkYAC,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Unknown,Unknown,EMEA,Small,Senior Consultant,Other,Other,Standard,0,0.6,Medium,P1 - Contact Us,Direct/Inbound,2025-02-27,2025,2025Q1,312
a0dPQ000003jjIcYAI,003PQ00000nZsMHYA0,1,Success,SQL,Mx,Mx,Pharma & BioTech,Distribution / Wholesale,Non-manufacturing organization,EMEA,Small,graduate intern project,Other,PMO,Standard,0,1.0,High,P1 - Website Pricing,Email,2025-02-27,2025,2025Q1,312
a0dPQ000003k2wLYAQ,003PQ00000naWA0YAM,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CMO,Animal Health,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Webinar Demo,SEO,2025-02-27,2025,2025Q1,312
a0dPQ000003k14EYAQ,003PQ00000naY8dYAE,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,Analyste Financier,Other,Other,Standard,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-02-27,2025,2025Q1,312
a0dPQ000003lSyPYAU,003PQ00000nbb9MYAQ,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,Americas,Medium,Coordonnatrice Adjointe De Projets -Affaires Réglementaires,Other,Other,Standard,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-02-28,2025,2025Q1,311
a0dPQ000003kMevYAE,003PQ00000nc2KlYAI,1,Success,SQL,Qx,Qx,Medical Device,In-House,Lasers,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,Directory Listing,2025-02-27,2025,2025Q1,312
a0dPQ000003kD0XYAU,003PQ00000nc4kjYAA,1,Success,SQL,Qx,Qx,Medical Device,In-House,Diagnostic Equipment,Americas,Small,Co-Founder,Other,Other,Standard,0,1.0,High,P1 - Contact Us,Online Ads,2025-02-27,2025,2025Q1,312
a0dPQ000003kWrBYAU,003PQ00000ncJtRYAU,0,Lost,Exclude,Qx,Qx,Non-Life Science,Unknown,Unknown,APAC & Oceania,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Contact Us,Direct/Inbound,2025-02-27,2025,2025Q1,312
a0dPQ000003kl73YAA,003PQ00000nfPsoYAE,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Original Equipment Manufacturing,Combination products,EMEA,Large,"Internationaler Qualitätskoordinator, Leiter QM-System und Leiter Reklamationsmanagement",Other,Other,Standard,0,1.0,High,Priority 2,Directory Listing,2025-02-28,2025,2025Q1,311
a0dPQ000003korJYAQ,003PQ00000nfsY6YAI,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Unknown,Unknown,EMEA,Small,Sales & Business Development Representative,Other,R&D,Standard,0,0.6,Medium,P1 - Contact Us,SEO,2025-02-28,2025,2025Q1,311
a0dPQ000003l4KzYAI,003PQ00000ngHOPYA2,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,"Director, Operations",Director,Mfg/Ops,Standard,1,0.6,Medium,P1 - Video Demo,Directory Listing,2025-02-28,2025,2025Q1,311
a0dPQ000003lIB3YAM,003PQ00000ngoFVYAY,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-02-28,2025,2025Q1,311
a0dPQ000003lKw1YAE,003PQ00000niSxHYAU,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,Direct/Inbound,2025-02-28,2025,2025Q1,311
a0dPQ000003lTRRYA2,003PQ00000nig7NYAQ,1,Success,SQL,Qx,Qx,Medical Device,In-House,Not Enough Info Found,Americas,Small,Quality Manager,Manager,Quality,Standard,0,1.0,High,P1 - Video Demo,Online Ads,2025-02-28,2025,2025Q1,311
a0dPQ000003lOraYAE,003PQ00000njaeKYAQ,1,Success,SQL,Qx,Qx,Medical Device,In-House,In-vitro diagnostic (IVD) kits,Americas,Medium,Sr. Quality Engineer,IC,Quality,Standard,0,1.0,High,Priority 2,SEO,2025-02-28,2025,2025Q1,311
a0dPQ000003mDCXYA2,003PQ00000nlXCPYA2,1,Success,SQL,Qx,Qx,Medical Device,In-House,Wearable health monitors,EMEA,Medium,Chief Revenue Officer,C-Suite,Other,Standard,1,1.0,High,P1 - Contact Us,Online Ads,2025-03-03,2025,2025Q1,308
a0dPQ000003obInYAI,003PQ00000nmF15YAE,1,Success,SQL,Qx,Qx,Pharma & BioTech,In-House,Cosmetics manufacturing,APAC & Oceania,Medium,Engineering,Other,Other,Standard,0,1.0,High,P1 - Video Demo,SEO,2025-03-06,2025,2025Q1,305
a0dPQ000003mDfZYAU,003PQ00000nonkeYAA,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Unknown,Small,,Unknown,Unknown,Unknown,0,0.4,Low,P1 - Video Demo,Email,2025-03-03,2025,2025Q1,308
a0dPQ000003mJjNYAU,003PQ00000np2YFYAY,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-03-03,2025,2025Q1,308
a0dPQ000003mPiMYAU,003PQ00000nuyyAYAQ,0,Near-Miss,Recycled,Qx,Qx,Medical Device,Outsources Manufacturing,Not Enough Info Found,Americas,Small,President of the Company,C-Suite,Other,Standard,1,1.0,High,P1 - Contact Us,Direct/Inbound,2025-03-03,2025,2025Q1,308
a0dPQ000007rIM9YAM,003PQ00000nuyyAYAQ,1,Success,SQL,Qx,Qx,Medical Device,Outsources Manufacturing,Not Enough Info Found,Americas,Small,President of the Company,C-Suite,Other,Standard,1,1.0,High,P1 - Video Demo,Email,2025-08-19,2025,2025Q3,139
a0dPQ000003mjHHYAY,003PQ00000nwN1pYAE,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2025-03-03,2025,2025Q1,308
a0dPQ0000045DAPYA2,003PQ00000nwNJPYA2,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CDMO,Small-molecule API,EMEA,Medium,Manager Operations,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,Email,2025-04-03,2025,2025Q2,277
a0dPQ000004RrcDYAS,003PQ00000nwNJPYA2,1,Success,SQL,Qx,Qx,Pharma & BioTech,CDMO,Small-molecule API,EMEA,Medium,Manager Operations,Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,SEO,2025-05-09,2025,2025Q2,241
a0dPQ000003mfAPYAY,003PQ00000nwO2qYAE,1,Success,SQL,Qx,Qx,Medical Device,In-House,Implantable devices,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,Online Ads,2025-03-03,2025,2025Q1,308
a0dPQ000003mkDJYAY,003PQ00000nwsbhYAA,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,Online Ads,2025-03-03,2025,2025Q1,308
a0dPQ000003nK8jYAE,003PQ00000o16HuYAI,1,Success,SQL,Qx,Qx,Non-Life Science,In-House,Not Enough Info Found,EMEA,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Website Pricing,Online Ads,2025-03-04,2025,2025Q1,307
a0dPQ000003o2HpYAI,003PQ00000o26kgYAA,1,Success,SQO,Mx,Mx,Pharma & BioTech,Not Enough Info Found,Drug discovery & development,Americas,Large,"Manager, Biopharm Research & Development Engineering",Manager,R&D,Standard,0,1.0,High,Priority 2,External Demand Gen,2025-03-05,2025,2025Q1,306
a0dPQ000003nPjVYAU,003PQ00000o2DxHYAU,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CDMO,Oral solid dosage (OSD),Americas,Large,Senior QA Representative,Other,Quality,Standard,0,1.0,High,Priority 2,SEO,2025-03-04,2025,2025Q1,307
a0dPQ000003nuaPYAQ,003PQ00000o2EOgYAM,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Radiopharmaceuticals,EMEA,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,External Demand Gen,2025-03-05,2025,2025Q1,306
a0dPQ000003nVNVYA2,003PQ00000o3DVRYA2,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,Directory Listing,2025-03-04,2025,2025Q1,307
a0dPQ000003nZxOYAU,003PQ00000o3X16YAE,1,Success,SQL,Qx,Qx,Pharma & BioTech,Testing Laboratory,Non-manufacturing organization,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,Online Ads,2025-03-04,2025,2025Q1,307
a0dPQ000003ndsvYAA,003PQ00000o4YKxYAM,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,"Director, Sales Climb Elevate",Director,Other,Standard,1,0.6,Medium,P1 - Contact Us,SEO,2025-03-04,2025,2025Q1,307
a0dPQ000003ngPNYAY,003PQ00000o4i14YAA,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,Chief of Staff,C-Suite,Other,Standard,1,0.6,Medium,P1 - Contact Us,Online Ads,2025-03-04,2025,2025Q1,307
a0dPQ000003nufFYAQ,003PQ00000o56ZRYAY,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Americas,Medium,Principal Consultant,Other,Other,Standard,0,0.6,Medium,Priority 2,External Demand Gen,2025-03-05,2025,2025Q1,306
a0dPQ000003nj0fYAA,003PQ00000o5BZ7YAM,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Services / Consulting,Non-manufacturing organization,Americas,Large,"Strategy & Management Consulting, Life Science Advisory Senior Associate",IC,Other,Standard,0,1.0,High,P1 - Video Demo,SEO,2025-03-04,2025,2025Q1,307
a0dPQ000004tf6fYAA,003PQ00000o6YNBYA2,0,Lost,,Qx,Qx,Non-Life Science,Research Institute,Non-manufacturing organization,Japan,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,Direct/Inbound,2025-05-30,2025,2025Q2,220
a0dPQ00000D7oaAYAR,003PQ00000o6caUYAQ,1,Success,SQO,Qx,Qx,Non-Life Science,In-House,Lab Instruments,Japan,Medium,研究員 プラントエンジニアリング部門長 兼 製造部門長  薬剤師,Other,Other,Standard,0,1.0,High,No Priority,Direct/Inbound,2025-03-03,2025,2025Q1,308
a0dPQ000003oFi6YAE,003PQ00000o6izFYAQ,0,Lost,Exclude,Qx,Qx,Non-Life Science,Unknown,Unknown,Unknown,Small,,Unknown,Unknown,Unknown,0,0.4,Low,P1 - Video Demo,SEO,2025-03-05,2025,2025Q1,306
a0dPQ000003o15dYAA,003PQ00000o70hnYAA,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,Services / Consulting,Non-manufacturing organization,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Website Pricing,Direct/Inbound,2025-03-05,2025,2025Q1,306
a0dPQ000003o1SDYAY,003PQ00000o7D0XYAU,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,Unknown,Medium,,Unknown,Unknown,Unknown,0,0.4,Low,P1 - Video Demo,SEO,2025-03-05,2025,2025Q1,306
a0dPQ000003nuVZYAY,003PQ00000o7G3FYAU,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Unknown,Unknown,EMEA,Medium,"Senior Manager, Business & Project Development Life Sciences",Manager,R&D,Standard,0,0.6,Medium,Priority 2,External Demand Gen,2025-03-05,2025,2025Q1,306
a0dPQ000003o3QnYAI,003PQ00000o83YbYAI,1,Success,SQL,Qx,Qx,Medical Device,In-House,Diagnostic Equipment,EMEA,Small,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Website Pricing,Directory Listing,2025-03-05,2025,2025Q1,306
a0dPQ000004K8ITYA0,003PQ00000oA5ZWYA0,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Oligonucleotide synthesis (ASO/siRNA),Americas,Medium,"Senior Manager, Clinical Quality Assurance",Manager,Quality,Standard,0,1.0,High,P1 - Webinar Demo,External Demand Gen,2025-04-28,2025,2025Q2,252
a0dPQ000004yQ3mYAE,003PQ00000oA6wzYAC,0,Near-Miss,Recycled,Mx,Mx,Medical Device,In-House,Sterile injectables,Americas,Large,Director of IT Cyber Security Manufacturing,Director,Mfg/Ops,Standard,1,1.0,High,Priority 2,External Demand Gen,2025-06-02,2025,2025Q2,217
a0dPQ000003ohb7YAA,003PQ00000oBj6jYAC,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Unknown,Small,,Unknown,Unknown,Unknown,0,0.4,Low,P1 - Video Demo,Direct/Inbound,2025-03-06,2025,2025Q1,305
a0dPQ000003sb7JYAQ,003PQ00000oCmXJYA0,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Not Enough Info Found,Biosimilars,APAC & Oceania,Other,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Live Demo,Events,2025-03-12,2025,2025Q1,299
a0dPQ000003saj7YAA,003PQ00000oCyOcYAK,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,In-House,Vaccines,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Live Demo,Events,2025-03-12,2025,2025Q1,299
a0dPQ000004fcwfYAA,003PQ00000oDCHtYAO,0,Lost,Exclude,Qx,Qx,Unknown,Unknown,Unknown,Unknown,Other,Senior Quality Assurance Officer,Other,Quality,Standard,0,0.2,Low,P1 - Live Demo,MISSING/BLANK,2025-05-22,2025,2025Q2,228
a0dPQ000003og7BYAQ,003PQ00000oDH6HYAW,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,Not Enough Info Found,Not Enough Info Found,Americas,Large,Vertical Head- Life Sciences,Other,Other,Standard,0,1.0,High,P1 - Webinar Demo,Direct/Inbound,2025-03-06,2025,2025Q1,305
a0dPQ000003ojxtYAA,003PQ00000oDn0aYAC,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,Projectmanager,Other,Other,Standard,0,0.6,Medium,P1 - Video Demo,SEO,2025-03-06,2025,2025Q1,305
a0dPQ000003oiP8YAI,003PQ00000oDxC6YAK,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Specialty Chemical Manufacturing,EMEA,Medium,Quality Improvement Manager,Manager,Quality,Standard,0,1.0,High,Priority 2,Online Ads,2025-03-06,2025,2025Q1,305
a0dPQ000003ojeXYAQ,003PQ00000oDyQ0YAK,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-03-06,2025,2025Q1,305
a0dPQ000003ojwHYAQ,003PQ00000oE5uIYAS,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,EMEA,Small,"Manager, Fabrication Production",Manager,Mfg/Ops,Standard,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-03-06,2025,2025Q1,305
a0dPQ000003pgQ5YAI,003PQ00000oED2DYAW,0,Near-Miss,Recycled,Qx,Qx,Medical Device,In-House,Implantable devices,EMEA,Medium,"Project Manager, Operations",Manager,Mfg/Ops,Standard,0,1.0,High,Priority 2,SEO,2025-03-07,2025,2025Q1,304
a0dPQ0000041OXRYA2,003PQ00000oEfRVYA0,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CMO,Nutraceutical manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2025-03-27,2025,2025Q1,284
a0dPQ0000045fLBYAY,003PQ00000oEfRVYA0,0,Near-Miss,Recycled,Mx,Mx,Pharma & BioTech,CMO,Nutraceutical manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Webinar Demo,Email,2025-04-03,2025,2025Q2,277
a0dPQ00000572rqYAA,003PQ00000oEfRVYA0,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,CMO,Nutraceutical manufacturing,Americas,Medium,,Unknown,Unknown,Unknown,0,1.0,High,Priority 2,Email,2025-06-05,2025,2025Q2,214
a0dPQ000003ovHVYAY,003PQ00000oEpttYAC,1,Success,SQL,Qx,Qx,Pharma & BioTech,In-House,Specialty Chemical Manufacturing,Americas,Small,Director of Quality,Director,Quality,Standard,1,1.0,High,P1 - Website Pricing,SEO,2025-03-06,2025,2025Q1,305
a0dPQ000003ozplYAA,003PQ00000oFYB4YAO,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,Priority 2,SEO,2025-03-06,2025,2025Q1,305
a0dPQ000003p2Z7YAI,003PQ00000oFcONYA0,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,Quality Assurance Specialist,IC,Quality,Standard,0,0.6,Medium,P1 - Video Demo,Directory Listing,2025-03-06,2025,2025Q1,305
a0dPQ000003p81pYAA,003PQ00000oGqlrYAC,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,Directory Listing,2025-03-06,2025,2025Q1,305
a0dPQ000003p8bJYAQ,003PQ00000oGrYMYA0,0,Near-Miss,Recycled,Mx,Mx,Non-Life Science,Unknown,Unknown,Unknown,Small,,Unknown,Unknown,Unknown,0,0.4,Low,Priority 2,SEO,2025-03-06,2025,2025Q1,305
a0dPQ000003pAlBYAU,003PQ00000oGwhfYAC,1,Success,SQL,Qx,Qx,Medical Device,Original Equipment Manufacturing,Not Enough Info Found,Americas,Medium,"Director, Quality",Director,Quality,Standard,1,1.0,High,P1 - Video Demo,SEO,2025-03-06,2025,2025Q1,305
a0dPQ000003pGiXYAU,003PQ00000oIBp0YAG,1,Success,SQL,Mx,Mx,Pharma & BioTech,In-House,Combination products,Americas,Small,Chief Operating Officer,C-Suite,Other,Standard,1,1.0,High,P1 - Website Pricing,Email,2025-03-06,2025,2025Q1,305
a0dPQ000003pLdNYAU,003PQ00000oIqkwYAC,1,Success,SQL,Qx,Qx,Medical Device,In-House,Implantable devices,APAC & Oceania,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,SEO,2025-03-07,2025,2025Q1,304
a0dPQ000003rH2bYAE,003PQ00000oJwYtYAK,1,Success,SQL,Qx,Qx,Medical Device,In-House,Diagnostic Equipment,Americas,Small,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,Email,2025-03-11,2025,2025Q1,300
a0dPQ000003pgWXYAY,003PQ00000oL9U4YAK,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,Administrative Specialist II,IC,Other,Standard,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-03-07,2025,2025Q1,304
a0dPQ000003pr2AYAQ,003PQ00000oOGGXYA4,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,"Manager, Quality",Manager,Quality,Standard,0,0.6,Medium,P1 - Video Demo,Online Ads,2025-03-07,2025,2025Q1,304
a0dPQ000003prQLYAY,003PQ00000oOSuPYAW,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Original Equipment Manufacturing,Not Enough Info Found,Americas,Small,"Manufacturing Leader & Manager, Iso Quality",Manager,Quality,Standard,0,1.0,High,P1 - Website Pricing,SEO,2025-03-07,2025,2025Q1,304
a0dPQ00000AObn3YAD,003PQ00000oOSuPYAW,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Original Equipment Manufacturing,Not Enough Info Found,Americas,Small,"Manufacturing Leader & Manager, Iso Quality",Manager,Quality,Standard,0,1.0,High,P1 - Website Pricing,Online Ads,2025-10-20,2025,2025Q4,77
a0dPQ000005dHkTYAU,003PQ00000oPZqeYAG,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,In-vitro diagnostic (IVD) kits,EMEA,Medium,Head of Manufacturing,Director,Mfg/Ops,Standard,1,1.0,High,Priority 2,External Demand Gen,2025-06-18,2025,2025Q2,201
a0dPQ000003r57tYAA,003PQ00000oSbELYA0,0,Near-Miss,Recycled,Qx,Qx,Pharma & BioTech,In-House,Oral solid dosage (OSD),Americas,Large,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Video Demo,Online Ads,2025-03-10,2025,2025Q1,301
a0dPQ000003qt8LYAQ,003PQ00000oUi6tYAC,0,Lost,Exclude,Mx,Mx,Medical Device,Unknown,Unknown,Unknown,Small,,Unknown,Unknown,Unknown,0,0.4,Low,P1 - Contact Us,SEO,2025-03-10,2025,2025Q1,301
a0dPQ000003sb2TYAQ,003PQ00000oUjUMYA0,0,Lost,,Mx,Mx,Pharma & BioTech,In-House,"Cell therapies (CAR-T, NK)",APAC & Oceania,Medium,Specialist,IC,Other,Standard,0,1.0,High,P1 - Live Demo,Events,2025-03-12,2025,2025Q1,299
a0dPQ000003wmAcYAI,003PQ00000oVvGjYAK,0,Lost,,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Large,,Unknown,Unknown,Unknown,0,0.6,Medium,Other,SEO,2025-03-19,2025,2025Q1,292
a0dPQ000003r8SLYAY,003PQ00000oW9PyYAK,0,Near-Miss,Recycled,Qx,Qx,Non-Life Science,Unknown,Unknown,Americas,Medium,,Unknown,Unknown,Unknown,0,0.6,Medium,P1 - Video Demo,SEO,2025-03-10,2025,2025Q1,301
a0dPQ000004teybYAA,003PQ00000oX1dWYAS,0,Lost,,Qx,Qx,Non-Life Science,Unknown,Unknown,Japan,Large,担当,Other,Other,Standard,0,0.6,Medium,P1 - Contact Us,Direct/Inbound,2025-08-01,2025,2025Q3,157
a0dPQ000004tevNYAQ,003PQ00000oX2MdYAK,0,Lost,,Qx,Qx,Non-Life Science,Distribution / Wholesale,Non-manufacturing organization,Japan,Medium,,Unknown,Unknown,Unknown,0,1.0,High,P1 - Contact Us,Direct/Inbound,2025-05-30,2025,2025Q2,220
